Business ID,Name,Address,Coordinates/Latitude,Coordinates/Longitude,Number of Reviews,Rating,Zip Code,CuisineType/S,InsertedAtTimestamp/N
1gK-0_lGqjxbwiHWcXXdzg,abcV,38 E 19th St,40.738058,-73.989289,670,4,10003,indian,1697590582
6JNvLxm0PqgiuoiSXC9OOg,Neem Indian Cuisine,3549 Johnson Ave,40.886547,-73.909968,105,4,10463,indian,1697590582
kB3QyyhHFVyhGgp35Rnuew,The Kati Roll Company,99 Macdougal St,40.729633,-74.001038,928,3.5,10012,indian,1697590582
O5MN8tijDGzJS8uin9zQ2Q,Chef Of India,324 Central Ave,40.74595,-74.04902,250,3.5,7307,indian,1697590582
JvV8sTgUX6abRQPzb3hLgg,Asian Curry Hut,534 9th Ave,40.75674,-73.99347,130,3.5,10018,indian,1697590582
jUkSkpxsJxiTa5C-H5pnyw,Tikka N Talk,70-11 Austin St,40.72097,-73.84639,131,4.5,11375,indian,1697590582
WiH4AnftXMuv6pI4X5Z7_A,Lahore Restaurant,1277 Paterson Plank Rd,40.78977,-74.05742,109,4,7094,indian,1697590582
rpzgv0Y6fIT6RcBsxFsrSg,Paratha Wala,103-09 Metropolitan Ave,40.71044,-73.84942,541,4.5,11375,indian,1697590582
DY3RKjbIT3G8URhVEvQ_UA,Shirley's India,1 Leroy Pl,40.90748312,-73.78232191,74,4.5,10805,indian,1697590582
hfCU-GH8GP6vjAknXUyhKQ,Cardamom Indian cuisine,43-45 43rd St,40.74388923,-73.92121686,254,4.5,11104,indian,1697590582
1PUcqJywIblaVBH_leywTA,Inday,One New York Plz,40.70209427,-74.0118801,11,4.5,10004,indian,1697590582
ZqOxAKVZEZTa4XS4zthp3Q,Bombay Grill,1176 Bedford Ave,40.68395749,-73.95431818,288,4.5,11216,indian,1697590582
7q9Drd3DCB4hw8bPT-zLyA,Karmasala Indian,40 Rivington St,40.721,-73.99114,1,3,10002,indian,1697590582
PdzL9svqapSqH4o8bF86Pw,Punjabi Grocery & Deli,114 E 1st St,40.72272254,-73.98662246,460,4.5,10009,indian,1697590582
hKKDfUPcDX_c-RCWBMOr1w,Bombay Sandwich Co.,48 W 27th St,40.74507155,-73.99035962,464,4,10001,indian,1697590582
vksCRTDJO6ZrM_JFRxnG9w,Desi Junction,688 10th Ave,40.763465,-73.992317,4,3.5,10019,indian,1697590582
PAwsjlbOKfLEcJcTHUopzg,INDAY Express,133 W 38th St,40.75350033,-73.9875741,10,4,10018,indian,1697590582
Ey45ZiAN1TSVmvfM6DVZqA,Persepolis,1407 2nd Ave,40.76984,-73.958015,527,4,10021,indian,1697590582
G4Y3yF4UfcCNSj0JFQQVDw,A Saffron Thread Fresh Indian,98 Chambers St,40.71461,-74.00774,124,3.5,10007,indian,1697590582
FqYgcc7Mk2XrYJ10OGgghQ,Himalayan Curry House Restaurant and Bar,220 E 53rd St,40.757199,-73.96858,83,4,10022,indian,1697590582
hmNxdAbt0tiGm8_vPdXCSA,Afghan Kebab House II,1345 2nd Ave,40.768066,-73.959243,229,4,10021,indian,1697590582
KbCLZOKvPdNY7ptAg0kGxw,The Kati Roll Company,229 E 53rd St,40.757396,-73.9681074,352,3.5,10022,indian,1697590582
ogEtpbCgxv38PyB3ebivqQ,Yaar Indian Restaurant,22-55 31st St,40.77480303,-73.9120166,452,4.5,11105,indian,1697590582
NqnCmOlPIJ_QBQzvZ28djA,Sapthagiri Taste Of India,737 Newark Ave,40.73512018,-74.06250224,480,3.5,7306,indian,1697590582
TTwPVEHeSeyFMLF6cik8Lw,Raj Mahal,322 E 6th St,40.72684,-73.98746,220,3,10003,indian,1697590582
iXrKGRzIZK0pp31mO3nBzA,Spice & Grill,441 Myrtle Ave,40.6933894,-73.9679912,176,4,11205,indian,1697590582
hnODPHQIO14uVWIa3cztyA,Raj's Indian Kitchen,53 Nassau St,40.70903363,-74.00914125,32,4,10038,indian,1697590582
yb9o5T88FPUXYOzxyXlUcw,Ganesh Temple Canteen,143-09 Holly Ave,40.75262,-73.816511,304,4.5,11355,indian,1697590582
aFhnb8k6H-wD070vvxt4Fw,Kababish,70-64 Broadway,40.747598,-73.893979,215,3.5,11372,indian,1697590582
0FaLilJs2VN83hOEBcBnPg,Au Za'atar,188 Avenue A,40.728901,-73.981185,1602,4,10009,indian,1697590582
T7pKLcv4lr4zysS4uXbEjA,Achar,1365 1st Ave,40.7688244,-73.95556522,9,3.5,10021,indian,1697590582
TXjvmpAl7otZcuk_7hYZ2g,Tandoori Place,2146 Starling Ave,40.83597304,-73.8536453,84,4.5,10462,indian,1697590582
Na55QhymZh3cje8Ac2vCvg,Nimbooda,664 Washington Ave,40.67825,-73.96419,189,4,11238,indian,1697590582
CpsnurlPqkUBWwqO69xS7A,Punjab On Third,220 3rd Ave,40.73637,-73.98526,7,3,10003,indian,1697590582
eax3yNyNo_0RzgkEWmPkKw,Gulab Indian Restaurant,629 Palisade Ave,40.824056,-73.984792,17,5,7010,indian,1697590582
AmsFqdP6BULcAGYEn1EFZg,Urban Tandoor,206 Harrison Ave,40.746238,-74.159862,155,4,7029,indian,1697590582
Qz5E5sPtETWD3kwEUsBZpw,Kabul Kabab House,42-51 Main St,40.753857,-73.827635,540,4,11355,indian,1697590582
ik7LcD1fkzVbVQ6Sntd4LA,Indian Spice,351 7th Ave,40.66603031,-73.9819403,179,4,11215,indian,1697590582
VSPkVw9gSQx-5v4A6aC_YA,Manousheh - Bleecker,193 Bleecker St,40.729511,-74.001275,518,4.5,10012,indian,1697590582
ExvoimQ4LzY3UWtZ6m6Lgw,Ravagh Persian Grill,173 Madison Ave,40.74726701,-73.98311794,984,4,10016,indian,1697590582
2KCyOxOM5J9glFSpmLqb9Q,Biryani Pot,824 Newark Ave,40.7357829,-74.0659607,222,3,7306,indian,1697590582
kPE1RinxVyPbPmdGu9R85A,Clove Garden of India,353 3rd St,40.72366844,-74.05046512,148,4.5,7302,indian,1697590582
Sl1EfwTm1fd9vOQbo5wQUw,Bismilla Indian Biryani House,272 Greenwich St,40.71552562,-74.01128458,2,5,10007,indian,1697590582
Bb0h5Rs8ugSM2CjulRhfBw,Spicy Moon East Village,328 E 6th St,40.72674,-73.98722,674,4.5,10003,indian,1697590582
IFZ3_d01uflGixWrrD8_gg,Ariana Afghan Kebab Restaurant,787 9th Ave,40.76515,-73.98813,572,4,10019,indian,1697590582
BSZ68sheaUGhOIZvaFa-WA,de tandoori knight,353 Broadway,40.70785365,-73.9556597,18,4.5,11211,indian,1697590582
ugYhnKrr3Q1TVV15R0EEWQ,AnTalia NYC,17 W 45th St,40.755991,-73.980313,470,4,10036,indian,1697590582
gJSX5IDyhjeMjz9IS2DIwQ,Veggie Heaven,473 Cedar Ln,40.889845,-74.023091,579,4.5,7666,indian,1697590582
aaVV388ojMgIayC3cVIEVg,Mausam Indian Curry N Bites,76 Market St,40.84595,-74.16121,264,4.5,7012,indian,1697590582
dJmC6GmMgX3VLSdaLhcJdg,Tandoor Restaurant,9524 Queens Blvd,40.730351,-73.863868,232,3.5,11374,indian,1697590582
cJfbydHniqWsGL2VHVDHEg,Bombay Grill,8716 3rd Ave,40.62238,-74.03183,272,4,11209,indian,1697590582
vnf1WSV7dTmOeOkIJ46hiw,Curry King,942 Columbus Ave,40.79956628,-73.96298248,86,2.5,10025,indian,1697590582
VvIzNbkl4PDPzutZdxWCJw,Ittadi Garden & Grill,7307 37th Rd,40.7472744,-73.8922265,79,3.5,11372,indian,1697590582
oSMFe-10TyH40NIXG0Zahw,Vaibhav Indian Spice Journey,737 Newark Ave,40.73503,-74.0624069,438,3.5,7306,indian,1697590582
fiPKqhW7BGq3aURuLPQn9Q,Namkeen,338 Bedford Ave,40.71285,-73.96248,115,4,11249,indian,1697590582
0Z6VTfFsesUSrN5kkVJ5Zw,Flames Indian Aroma,165 East 106th St,40.79197,-73.94522,18,4,10029,indian,1697590582
k1XZsff99d2JyX_jLwCaAA,Taj Mahal Indian Restaurant,7315 3rd Ave,40.63239284,-74.02715564,399,4,11209,indian,1697590582
uPW_isMEB92IDrX04pLK1g,Delhi Heights,37-66 74th St,40.7471,-73.89176,337,3.5,11372,indian,1697590582
owYYuyLvlsdjLz68c3SSfg,Taboonette,30 E 13th St,40.73460388,-73.99282837,1014,4.5,10003,indian,1697590582
upaVTWhLsxcu1HXqN8iHVQ,Ladybird,111 East 7th St,40.72676931,-73.98477128,468,4.5,10009,indian,1697590582
ZwER8TyQH70ACI-nIG682g,Chote Miya,55 Water St,40.70341948,-73.99160732,51,4,11201,indian,1697590582
bB74yGzEa3N3k4YYU2rcXQ,Tong,37-08 73rd St,40.74854263,-73.89288447,67,5,11372,indian,1697590582
zBf-m72ATTPTey-_9vu3Yw,Peacefood - Upper West Side,460 Amsterdam Ave,40.785326,-73.97713,1437,4,10024,indian,1697590582
xEnNFXtMLDF5kZDxfaCJgA,The Halal Guys,W 53rd Street And 6th Ave,40.761861,-73.979306,10381,4,10019,indian,1697590582
Pv51B3SzP4OqUbJncEeF1g,Masala Grill,501B Atlantic Ave,40.68568,-73.98116,244,3.5,11217,indian,1697590582
uwx3yy7Wu5u55EiXRv03aQ,Ali Baba,912 Washington St,40.747742,-74.028024,358,4.5,7030,indian,1697590582
zGa3GrjdAQLm2l40SPD8CA,Garam Masala,1819 Palmetto St,40.703375,-73.90747,100,4,11385,indian,1697590582
IbB_7AxWQtDFW1iKnoD1Ug,BK JANI,679 Grand St,40.71165,-73.94529,424,4,11211,indian,1697590582
7CM15wd5d8WC_pHR674YXA,Hummus Kitchen,1613 2nd Ave,40.77636504,-73.95296934,1130,4,10028,indian,1697590582
7rTl_d-dqlK5dGG31ogSBg,Nanking,134-07 Rockaway Blvd,40.67484,-73.80398,388,4,11420,indian,1697590582
SB4t6vWpxlVQAfCQ3oC1BQ,Curry Heights,151 Remsen St,40.693685,-73.992154,294,3.5,11201,indian,1697590582
8Bgscm9qOB6t9_1-n_BVWg,chefs kitchen,109 Locust Ave,40.85357,-74.11091,27,4,7057,indian,1697590582
80u4xIY1kp_25AUh9BW0Bw,Kanan Indian Restaurant,452 3rd Ave,40.67165932,-73.99083741,155,4,11215,indian,1697590582
lnI9toC-uAhBIbtHDMxvcA,Indika House,943 Broadway,40.69716,-73.9353,126,4.5,11206,indian,1697590582
Scs2L-4imyt_lorJ6biFKA,While In Kathmandu,758 Seneca Ave,40.7020642,-73.9067213,248,4.5,11385,indian,1697590582
oqVG2LsTwvRzgJxId5pqiw,Dar 525,525 Grand St,40.711266,-73.950317,571,4.5,11211,indian,1697590582
q2HGvziLlfQGChoDPFjTCQ,Szechaun Mirchi,850 Newark Ave,40.73621,-74.067281,104,3.5,7306,indian,1697590582
wctR1TrheHAwpHZ2sJknEw,Yemen Cafe & Restaurant,176 Atlantic Ave,40.68989,-73.99366,626,4.5,11201,indian,1697590582
_kaQarBVxm8rHnyeFlCwTQ,Cafe 22,5 Times Sq,40.75599,-73.98724,15,4,10036,indian,1697590582
SjTQTX8bk5UHTtMcYAtokg,Kolkata Chai Co - Nolita,60 Kenmare St,40.72086708,-73.99601217,17,3.5,10012,indian,1697590582
IbrIwIZ8f3IU5bQUZrfOYg,Pariwaar Delights,827 Newark Ave,40.735473,-74.066203,117,3.5,7306,indian,1697590582
NztBFASX-zzg0tROoLiKOg,Mysttik Masaala,4731 Ctr Blvd 47th Rd,40.74529715,-73.95720923,132,4.5,11109,indian,1697590582
o1odYIRiARdSTRsRI776Fg,Bombay Grill House,1015 Manhattan Ave,40.733572,-73.955208,26,4.5,11222,indian,1697590582
PdOGgUoJevcOl6iGF-UtHg,Kulchay,64 Sip Ave,40.73066,-74.06214,23,4,7306,indian,1697590582
1p4dUaLyzIhN5n1lJnHSgA,Bustan,487 Amsterdam Ave,40.7859082,-73.9759551,598,4,10024,indian,1697590582
J0vr8Jpe9t7UgoybpbgkFQ,Bajeko Sekuwa,43-16 Queens Blvd,40.7431256,-73.9209581,126,4,11104,indian,1697590582
0_ONgLkWOmGnjhCecpZPYQ,Samossa Bites,35-27 31st St,40.757283,-73.928761,110,4,11106,indian,1697590582
EuWNk5SJB7wADVHoCtxAqg,Miriam,300 Amsterdam Ave,40.78020164,-73.9808703,178,4,10023,indian,1697590582
sQ_L8O9WMU4apxSTVa9JKg,Agra Taj Mahal,1005 Manhattan Ave,40.7332729,-73.9550299,160,3.5,11222,indian,1697590582
zDiKwE9LPwWo9k2kdwMEZw,Saffron Indian Cuisine,4404 Broadway,40.757176,-73.915762,287,3.5,11103,indian,1697590582
I8X2NYRYHdWrGrxIHZFJ5A,Tangra Asian Fusion Cuisine,3923 Queens Blvd,40.74427,-73.92489,296,3,11104,indian,1697590582
TcuWyuZAORVnQBPCMNbTgw,Beyond Sushi,62 W 56th St,40.76331,-73.97717,843,4.5,10019,indian,1697590582
OxQ1lGq3uzl8_fgW67rXdQ,Tikka Indian Grill,119-30 Metropolitan Ave,40.7058236,-73.8311437,290,4,11415,indian,1697590582
A0YMrxUt_EuCwmuZsbSMiQ,Ambo,55C E 8th St,40.73115404,-73.99343069,60,5,10003,indian,1697590582
DJSsqXhaP2C4wXG8EPL1bg,Mantra,275 W State Rt 4,40.914641,-74.04627988,315,3.5,7652,indian,1697590582
IpiGGEXxz-5QVJpijXVmmA,Jackson Diner,37-47 74th St,40.7477307,-73.8913875,682,3.5,11372,indian,1697590582
gc5VOvoqzM8UQJwV1mhdkA,Taj Kabab King,568 Grand St,40.71097996,-73.949139,329,3.5,11211,indian,1697590582
AJjQwst3ppWZ9BCfk-tQPA,Bhojon,15 E 30th St,40.74550417,-73.9850751,1,4,10016,indian,1697590582
NH7Ws65ZwlmOosiblfGTRw,Spice Hut Indian Restaurant,2036 2nd Ave,40.78967,-73.94278,78,2.5,10029,indian,1697590582
1ckkPS7KtGSu_xXXWKcbvQ,Tandoori Masala,1695 Broadway,40.6840199,-73.91184,196,4,11207,indian,1697590582
2YufTvP05BC9VORwAcOl_g,Desi BBQ Halal,36-02 Steinway St,40.7535956,-73.9237429,54,4.5,11101,indian,1697590582
PHMkwS5nmo4IUXbcg0OcAg,Jajaja Mexicana,63 Carmine St,40.72979,-74.00455,623,4.5,10014,indian,1697590582
mc9lvusD4Na-KXT2z4ulzQ,Dosa Hutt,45-63 Bowne St,40.75251919,-73.81675794,243,4.5,11355,indian,1697590582
O6UPwu3bb4cvucni_d5ocA,Bombay Masala Indian Dining,7205 3rd Ave,40.633334,-74.026852,26,4,11209,indian,1697590582
P5mFtOSiQmplOj0yVP13PQ,Rasoi Restaurant,810 Newark Ave,40.73587,-74.06535,475,3.5,7306,indian,1697590582
GbBmq42FMVX5dOteBm9mvw,Hot Breads,134 Lexington Ave,40.74315643,-73.98240662,2,4.5,10016,indian,1697590582
l4fwf8VwAokv3MWT45Ab7g,Bunna Cafe,1084 Flushing Ave,40.705042,-73.928078,803,4.5,11237,indian,1697590582
yLcJTiE4n_w4sZwSfMZYZA,Bombay Kabab,54 7th Ave,40.67606,-73.97455,106,4,11217,indian,1697590582
-_LtKO0FdpINUMAWMfDOOQ,Al Naimat Restaurant & Sweets,3703 74th St,40.74882,-73.891538,154,4,11372,indian,1697590582
ugEZc_Cc4tu71j-yuj9HCQ,Chawlas 2,131-19 Rockaway Blvd,40.67507,-73.8066,123,4,11420,indian,1697590582
lcI9kOcRqxxMhM4b5pHqsg,Dawa's,51-18 Skillman Ave,40.7456869,-73.9126859,299,4.5,11377,indian,1697590582
dPffKoLRlnoMFLEgLkHuYA,Masala Cafe,839 Newark Ave,40.735694,-74.066643,62,4,7306,indian,1697590582
g4EXxoV0z_TnyWF8h9xMKQ,May Kaidee East Broadway,215 E Broadway,40.7140637,-73.98746498,114,4.5,10002,indian,1697590582
llzZ19xTIrueN5XBZi4zWg,Indian King Biryani House,140 Broadway,40.70869097,-74.01009825,78,4,10005,indian,1697590582
321dvWH3DwQE4uaVJX2Kvg,Sigri Indian BBQ,155 University Ave,40.74240619,-74.17369731,73,4,7102,indian,1697590582
-MvQAFnBC_G6eHwFT8aOVw,Honest,60 Main Ave,40.8295781,-74.1438155,33,4,7014,indian,1697590582
KLLRrrPHsA5oQKYwreTI9w,Randiwa,1405 Richmond Ave,40.61364178,-74.15775,56,4.5,10314,indian,1697590582
V3LxcyGfHInU_7F5dnOfVw,Nefista Vegan Kofteh,656 Anderson Ave,40.826537,-73.987058,96,4.5,7010,indian,1697590582
oJ1vABqChCV1Ct6bqNQgHA,Riverdale Indian Grill,5225 Broadway,40.8752518,-73.909459,9,4.5,10463,indian,1697590582
1SaKutXcH38X0KvayyDHUA,Barbounia,250 Park Ave S,40.7383263,-73.9880646,1474,3.5,10003,indian,1697590582
FcSblhYtEG3VzarbZefwrw,FLÉ FLÉ Grill,254 8th Ave,40.74508,-73.99843,203,4.5,10011,indian,1697590582
AuCRCB64bsBMdq02ydEuCA,Manhattan Indian Flavor,311 2nd Ave,40.73504,-73.98321,25,4,10003,indian,1697590582
4taegd-dJm0xGJOmqG5DtQ,Cafe Alula,252 Franklin St,40.73461,-73.95822,87,4.5,11222,indian,1697590582
RZQDDJBb7X417wcobUyv0g,London Tandoori,524 Metropolitan Ave,40.713862,-73.951131,40,3.5,11211,indian,1697590582
tgvibHhySfASSEqJbScCiQ,Nurlan Uyghur Restaurant,43-39 Main St,40.751702,-73.825982,110,4.5,11355,indian,1697590582
T5aGLWBjIZoV0pSW80nJXA,Amiya,101 Hudson St,40.71638243,-74.03521448,475,3.5,7302,indian,1697590582
LaMbEoM5Vw9CQP5usaD2xA,Tawa Food,3738 72nd St,40.74760704,-73.89397575,89,4,11372,indian,1697590582
QaXo7ZhglTcSWHLQ8QNY4A,BK JANI,445 Albee Sq,40.690933,-73.983087,79,4,11201,indian,1697590582
I04QBDZ28aCeGf_XepTo7Q,Palace of India Restaurant and Bar,913 Wyckoff Ave,40.69709434,-73.90637295,27,4,11385,indian,1697590582
WrMu2G5M2im56uYKTd4Bgw,Curry In a Hurry,119 Lexington Ave,40.74268,-73.9822499,524,3,10016,indian,1697590582
K7u5sEQW1LcIJxjpUS1STg,Chicken Tikka Masala,134 E 27th St,40.74199176,-73.98284052,1,5,10016,indian,1697590582
rPqY0-3Ij3KMLEFvB730vw,Parantha Alley,348 Bowery,40.72664,-73.99202,1,1,10012,indian,1697590582
79tuTkX_lPft7hMxFVjENg,Mint Heights - Fort Greene,368 Myrtle Ave,40.693045,-73.971443,8,5,11205,indian,1697590582
y3Go31cLKLD3rq8PtI782w,Mysttik Masaala,99 Park Ave,40.75031,-73.9784,1,5,10016,indian,1697590582
6LJl5ZhPMmGZ5F1oe-6kEw,Le Botaniste,666 Third Ave,40.75119,-73.97436,144,4.5,10017,indian,1697590582
LC5qKRk3zy7f1eTONkSd3A,Dhania Fine Indian Cuisine,787 Prospect Pl,40.674467,-73.950531,37,4.5,11216,indian,1697590582
N1fsQQ4EidsDO3MKhLYLng,Bombay Vada House,131 Erie St,40.72658838,-74.04374304,19,4,7302,indian,1697590582
5iKAeJ8RVrNGRUNy-355jQ,Deccan Spice,771 Newark Ave,40.73522,-74.06385,545,3.5,7306,indian,1697590582
GoABwVqFoFiXL_sxNtzVQw,Le Botaniste,156 Columbus Ave,40.774122,-73.9814425,76,4,10023,indian,1697590582
1HCAu_tB8mzZ0qCFltGfew,Bhoj,430 Market St,40.89861,-74.11246,257,3.5,7407,indian,1697590582
NviTYTPyYDipj3AoLTPsvA,Hyderabad house JC,523 Newark Ave,40.73069,-74.0561,8,4.5,7306,indian,1697590582
LYDjT70HicahSDhLwhwwog,Chaat Wala,83-27 Parsons Blvd,40.714884,-73.807427,18,4.5,11432,indian,1697590582
pv_9QjRf45GRd3pMeKmmKw,Jay's Quick Bites,1961 Flatbush Ave,40.6221484,-73.93596477,21,4,11234,indian,1697590582
9tjTiVC2HepvHwEPdc677g,Bawarchi Biryani Corner,839 Newak Ave,40.73562,-74.0665,173,2,7306,indian,1697590582
HY7Hx-z5lq1vAacDwYBfoA,Diwan Grill Indian Cuisine,678 Franklin Ave,40.675363,-73.956548,125,4.5,11238,indian,1697590582
U7QMrNTwRrPJ__0jbb6EYQ,Dosa Delight,3566 73rd St,40.7495245,-73.8929686,543,4,11372,indian,1697590582
WdaLydR9O57rWbTnQQQ1OQ,Ruma's Kitchen,37-01 61st St,40.7493792,-73.9016969,37,4,11377,indian,1697590582
9eZrG8nANKuoyGSqdj_gew,Ashoka Grill,1436 Flatbush Ave,40.6356477,-73.9508667,232,4,11210,indian,1697590582
SExVenfR3ScUzIJHdUpxuw,Aman,3594 Jerome Ave,40.885147,-73.8794078,40,4.5,10452,indian,1697590582
HHkTmzDBE9sGWvtSW9Ne8A,Tangra Masala,87-09 Grand Ave,40.736536,-73.878328,346,3.5,11373,indian,1697590582
L6DAp6L1ZJKeeDN2PwoOLQ,Adel's Famous Halal Food,49th & 6th,40.75927858,-73.98087907,608,4.5,10019,indian,1697590582
wMhJPpAQqmbGhOFErPh4zg,Woodlands Cafe,160 Frederick St,40.874897,-74.102093,75,4,7026,indian,1697590582
qL5SIZRFDfNO-L_HLeuvPQ,Curry In Handi,443 Bushwick Ave,40.70233488,-73.9369236,31,4.5,11206,indian,1697590582
B_lY4rXX67iYSBPMQO9ItQ,Mamak's Corner,140 W 51st St,40.76108629,-73.98168381,6,4,10020,indian,1697590582
0LX7zIAweqw6qW_MDJWI9g,flame indian grill,464 Broadway,40.66281,-74.11902,41,4.5,7002,indian,1697590582
bNO0801dOoSSFJuDdTDzYQ,Hadramout Restaurant,172 Atlantic Ave,40.689914,-73.9938,122,4,11201,indian,1697590582
sVkwEFET38Myz3dM1uZpiw,Reunion,544 Union Ave,40.717057,-73.951616,638,4,11211,indian,1697590582
bgKGT3osx4KNjrdva4lYpQ,Aroma Progressive Indian Cuisine,6340 Woodhaven Blvd,40.723375,-73.868668,199,4,11374,indian,1697590582
WbCZW0OBcakQ9oxsLsw8vg,Honest Restaurant Jersey City,811 Newark Ave,40.73555895,-74.06538359,198,3,7306,indian,1697590582
so3ReIE_QdVjeCsRhCCLLg,Kolkata Chai - East Village,199 E 3rd St,40.72291487,-73.98321707,117,4,10009,indian,1697590582
xDERYqY7CbIx4aAlKsLy-A,Tikka Indian Grill,396 5th Ave,40.6707308,-73.985264,81,4,11215,indian,1697590582
L-L_N45ua3oq3FlR_IVEWQ,Ash Bar & Grill Finest Indian Cuisine,125-22 Queens Blvd,40.71198,-73.826353,2,4,11415,indian,1697590582
ZeHZX_OtQNAr3MSziKupAA,Dinesh Curry House & Deli,109 Locust Ave,40.85357,-74.11091,22,4,7057,indian,1697590582
maXkjUEZGWrKF7BFrrUUXQ,King of Tandoor,600 Flatbush Ave,40.658904,-73.960777,281,4,11225,indian,1697590582
eht_0com4C1sQbl9qCzlag,Hungry Bird,980 Morris Ave,40.82844363,-73.91674001,236,4,10456,indian,1697590582
4b43TOXpskBPZqQzbKkwDQ,Le Botaniste,127 Grand St,40.7204278,-74.0002028,241,4.5,10013,indian,1697590582
IBTfNZ5CLTWA-IwkhU0c2Q,Zerza Moroccan Kitchen,88 Essex St,40.718244,-73.988109,38,4.5,10002,indian,1697590582
K_s7EXV9Ly5jlxyNZ39QDg,Al Aqsa Restaurant,2107 Starling Ave,40.83623,-73.85483,46,3,10462,indian,1697590582
aLnt6DwRxlSm8xD9nuEEmA,Mumbai Place,655 Vanderbilt Ave,40.677229,-73.968651,119,4,11238,indian,1697590582
7eUoHxFCZKdYkl7ONixCKA,Nepalese Indian Restaurant,907 Seneca Ave,40.700617,-73.903777,243,4,11385,indian,1697590582
iU0McmYWdsnD-NKRUZXhQQ,Sapphire Indian Restaurant,435 Dekalb Ave,40.69061279,-73.95998383,39,3.5,11205,indian,1697590582
HsEK7jGmzI7KP1e0N_6uQw,Mysttik Masaala,21-77 31st St,40.7762241,-73.9103208,58,5,11105,indian,1697590582
VnmhnILiO3_TPNPIRU7Qug,Karizma,244 E 51st St,40.755577,-73.968832,302,3,10022,indian,1697590582
BNdEbtO1rjCulgqK3zDnyQ,Flavors of India,44-27 Kissena Blvd,40.7534816,-73.8220844,192,3.5,11355,indian,1697590582
C2E1E0o-ssSrf_dokwxTXg,Massawa,1239 Amsterdam Ave,40.8099,-73.95856,391,4,10027,indian,1697590582
1TJOTRt9Ws1vHh-zKNZmsw,India Cafe,94-08 Lefferts Blvd,40.68235,-73.82226,73,4,11419,indian,1697590582
CcncHLot-nt8qECbw3SNsg,Andrew's Healthy Foods,342 Broadway,40.6586717,-74.1223673,174,4,7002,indian,1697590582
IPObt34MFs_Icr83NE7RFQ,Indo Pak Halal Restaurant,2173 2nd Ave,40.79347367,-73.94031644,59,3,10029,indian,1697590582
yC-GsIbqeQnoVd9LYiOabQ,Mantra,253 Washington St,40.71643887,-74.03775771,266,3.5,7302,indian,1697590582
yFub1BhKEP-W-_ZM3_nJoQ,Bodhi Kosher Vegetarian Restaurant,77 Mulberry St,40.71641,-73.99931,544,4.5,10013,indian,1697590582
RxlN-Q5U1J3LpK69VV9Xyw,Bengali Sweet corner,836 Newark Ave,40.73584355,-74.0664681,98,3.5,7306,indian,1697590582
tHldrgkIiHa-AF-08JLGsQ,Southern Spice,839 Newark Ave,40.7356581,-74.0666622,4,4.5,7306,indian,1697590582
PAhIveQCsTzi7FNPPQPutA,Chandni Chowk Restaurant,2570 Bronxwood Ave,40.86531,-73.8613699,28,4,10469,indian,1697590582
nqGp208f_wdqoLfNQgn_Ig,Haat Bazaar,3711 73rd St,40.748491,-73.892382,133,4,11372,indian,1697590582
61AiMsA1KrjSYpTJl0ZyGg,Virasat Cafe,37-39 34th St,40.7531109,-73.9290452,3,4,11106,indian,1697590582
Bft47FX6dorGwlUypMrG2w,Merit Kabab Palace,37-67 74th St,40.74711,-73.8912299,127,4,11372,indian,1697590582
L3PwWn54PvHm5Rd4oUg7xw,B&D Halal Food,263 W 30 Th St,40.74956252,-73.99472979,96,4.5,10001,indian,1697590582
I2Y3_18dUz0CaSzsx_x7Ag,new dosa garden,323 Victory Blvd,40.63422,-74.08568,134,4,10301,indian,1697590582
lUpyqsKw-IBqsMgYIHZj7Q,Balade,208 1st Ave,40.730293,-73.983071,989,4,10009,indian,1697590582
oL3NzwNMn-e02cxGwvsPcw,New Shri Sai,133 E 45th St,40.75292587,-73.97422028,1,4,10017,indian,1697590582
cuUmPDEY-1KXzShGdpsqag,Turkish Kitchen,386 3rd Ave,40.74189,-73.98136,608,4,10016,indian,1697590582
XBZkwp9lNsZfjD3ejBE7Yw,Chandni Restaurant,31 W 46th St,40.75669,-73.98029,2,5,10001,indian,1697590582
8V7TRbftgcyzobXuzHEP_g,Yemen Cafe & Restaurant,7317 5th Ave,40.63055377,-74.02208137,197,4.5,11209,indian,1697590582
VnkARh6a8x7_D8s1NxECYw,Namastey NewYork Indian Restaurant,251 McLean Ave,40.91151,-73.89044,3,5,10705,indian,1697590582
Rr55bXbJcfdm4lIf-1f0Qw,Kwik Meal,100 W 45th St,40.7567014,-73.9828935,299,4,10036,indian,1697590582
o7fIFh6OgHy8jryyYM3VNA,Flaming Grill & Supreme Buffet,53 Rt 17 S,40.83128782,-74.09223315,397,2.5,7073,indian,1697590582
7tJq-a_K-yKOWSqyXVOlFg,Suzy's Roti Parlour,907 Church Ave,40.64666,-73.97048,221,4.5,11218,indian,1697590582
R7MDZP5G374JA1-kaR2CLw,Raja Sweets & Fast Food,7231 37th Ave,40.7489325,-73.8932727,122,4,11372,indian,1697590582
s4nLGFvSINH6SekvC8s9iA,Classic Nirala Restaurant,213 Rte 46,40.89376,-74.11694,105,4.5,7407,indian,1697590582
tguMh2GgOcU9fu6WN3dqpw,The Original Buddha Bodai Kosher Vegetarian Restaurant,5 Mott St,40.7138543,-73.9989484,1281,4,10013,indian,1697590582
